assignment_id,feature_id,engineer_id,version,feature_name,group_id,lifecycle_status,progress_pct
A0815,F0815,E04,2024.26.3.1,Castle Doombad Classic,5,released,100
A0816,F0816,E04,2024.26.3.1,Parental Controls,3,released,100
A0817,F0817,E05,2024.26.3.1,Weather Forecast and Air Quality,4,released,100
A0818,F0818,E05,2024.26.3.1,Schedule Charge and Preconditioning,4,released,100
A0819,F0819,E05,2024.26.3.1,Navigate to Sub-Destinations,4,released,100
A0820,F0820,E04,2024.26.3.1,Other Updates,3,released,100
A0821,F0821,E04,2024.26.3.1,Security Improvements,3,released,100
A0822,F0822,E03,2024.26.3.1,Automatic Emergency Braking in Reverse,2,released,100
A0823,F0823,E07,2024.26.3.1,Forward Collision Warning Improvements,2,released,100
A0824,F0824,E01,2024.26.3.1,Autopilot Suspension,1,released,100
A0825,F0825,E02,2024.26.3.1,FSD (Supervised) v12.3.6,1,released,100
A0826,F0826,E01,2024.26.3.1,Full Self-Driving (Supervised),1,released,100
A0827,F0827,E05,2024.26.3.1,Show Next Preconditioning / Charging Event,4,released,100
A0828,F0828,E04,2024.26.3.1,Hide Music Services Per Profile,5,released,100
A0829,F0829,E04,2024.26.3.1,Audio Balance Per Profile,5,released,100
A0830,F0830,E04,2024.26.3.1,Service Center Tips,3,released,100
A0831,F0831,E04,2024.26.3.1,Reduce Fan Speed Hint,3,released,100
A0832,F0832,E08,2024.26.3.1,Improved Front Camera Clarity,7,released,100
A0833,F0833,E02,2024.26.3.1,Traffic-Aware Cruise Control Chime,1,released,100
A0834,F0834,E08,2024.26.3.1,New Ambient Lighting Options,7,released,100
A0835,F0835,E04,2024.26.3.1,Improved Climate Panel,3,released,100
A0836,F0836,E01,2024.26.5,FSD (Supervised) v12.5.1.2,1,released,100
A0837,F0837,E03,2024.26.5,Vision-Based Attention Monitoring,2,released,100
A0838,F0838,E02,2024.26.5,Full Self-Driving (Supervised),1,released,100
A0839,F0839,E04,2024.26.5,YouTube Music,5,released,100
A0840,F0840,E01,2024.26.5,Go on Green,1,released,100
A0841,F0841,E04,2024.26.5,Vision Speed Limits,3,released,100
A0842,F0842,E04,2024.26.5,Amazon Music,5,released,100
A0843,F0843,E04,2024.26.5,Castle Doombad Classic,5,released,100
A0844,F0844,E04,2024.26.5,Parental Controls,3,released,100
A0845,F0845,E05,2024.26.5,Weather Forecast and Air Quality,4,released,100
A0846,F0846,E05,2024.26.5,Schedule Charge and Preconditioning,4,released,100
A0847,F0847,E05,2024.26.5,Navigate to Sub-Destinations,4,released,100
A0848,F0848,E04,2024.26.5,Other Updates,3,released,100
A0849,F0849,E04,2024.26.5,Security Improvements,3,released,100
A0850,F0850,E05,2024.26.5,Show Next Preconditioning / Charging Event,4,released,100
A0851,F0851,E04,2024.26.5,Hide Music Services Per Profile,5,released,100
A0852,F0852,E04,2024.26.5,Audio Balance Per Profile,5,released,100
A0853,F0853,E04,2024.26.5,Service Center Tips,3,released,100
A0854,F0854,E04,2024.26.5,Reduce Fan Speed Hint,3,released,100
A0855,F0855,E04,2024.26.5,Reduce Fan Speed Option,3,released,100
A0856,F0856,E04,2024.26.5,New Key Required Screen,3,released,100
A0857,F0857,E08,2024.26.5,Improved Front Camera Clarity,7,released,100
A0858,F0858,E02,2024.26.5,Traffic-Aware Cruise Control Chime,1,released,100
A0859,F0859,E08,2024.26.5,New Ambient Lighting Options,7,released,100
A0860,F0860,E04,2024.26.5,Improved Climate Panel,3,released,100
A0861,F0861,E04,2024.26.7,Over-the-Air (OTA) Recall,3,released,100
A0862,F0862,E04,2024.26.7,YouTube Music,5,released,100
A0863,F0863,E01,2024.26.7,Go on Green,1,released,100
A0864,F0864,E04,2024.26.7,Vision Speed Limits,3,released,100
A0865,F0865,E04,2024.26.7,Amazon Music,5,released,100
A0866,F0866,E04,2024.26.7,Castle Doombad Classic,5,released,100
A0867,F0867,E04,2024.26.7,Parental Controls,3,released,100
A0868,F0868,E05,2024.26.7,Weather Forecast and Air Quality,4,released,100
A0869,F0869,E05,2024.26.7,Schedule Charge and Preconditioning,4,released,100
A0870,F0870,E05,2024.26.7,Navigate to Sub-Destinations,4,released,100
A0871,F0871,E04,2024.26.7,Other Updates,3,released,100
A0872,F0872,E04,2024.26.7,Security Improvements,3,released,100
A0873,F0873,E05,2024.26.7,Show Next Preconditioning / Charging Event,4,released,100
A0874,F0874,E04,2024.26.7,Hide Music Services Per Profile,5,released,100
A0875,F0875,E04,2024.26.7,Audio Balance Per Profile,5,released,100
A0876,F0876,E04,2024.26.7,Service Center Tips,3,released,100
A0877,F0877,E04,2024.26.7,Reduce Fan Speed Hint,3,released,100
A0878,F0878,E04,2024.26.7,Reduce Fan Speed Option,3,released,100
A0879,F0879,E04,2024.26.7,New Key Required Screen,3,released,100
A0880,F0880,E08,2024.26.7,Improved Front Camera Clarity,7,released,100
A0881,F0881,E02,2024.26.7,Traffic-Aware Cruise Control Chime,1,released,100
A0882,F0882,E08,2024.26.7,New Ambient Lighting Options,7,released,100
A0883,F0883,E04,2024.26.7,Improved Climate Panel,3,released,100
A0884,F0884,E07,2024.26.8,Automatic Emergency Braking Improvements,2,released,100
A0885,F0885,E04,2024.26.8,Over-the-Air (OTA) Recall,3,released,100
A0886,F0886,E04,2024.26.8,YouTube Music,5,released,100
A0887,F0887,E01,2024.26.8,Go on Green,1,released,100
A0888,F0888,E04,2024.26.8,Vision Speed Limits,3,released,100
A0889,F0889,E04,2024.26.8,Amazon Music,5,released,100
A0890,F0890,E04,2024.26.8,Castle Doombad Classic,5,released,100
A0891,F0891,E04,2024.26.8,Parental Controls,3,released,100
A0892,F0892,E05,2024.26.8,Weather Forecast and Air Quality,4,released,100
A0893,F0893,E05,2024.26.8,Schedule Charge and Preconditioning,4,released,100
A0894,F0894,E05,2024.26.8,Navigate to Sub-Destinations,4,released,100
A0895,F0895,E04,2024.26.8,Other Updates,3,released,100
A0896,F0896,E04,2024.26.8,Security Improvements,3,released,100
A0897,F0897,E05,2024.26.8,Show Next Preconditioning / Charging Event,4,released,100
A0898,F0898,E04,2024.26.8,Hide Music Services Per Profile,5,released,100
A0899,F0899,E04,2024.26.8,Audio Balance Per Profile,5,released,100
A0900,F0900,E04,2024.26.8,Service Center Tips,3,released,100
A0901,F0901,E04,2024.26.8,Reduce Fan Speed Hint,3,released,100
A0902,F0902,E04,2024.26.8,Reduce Fan Speed Option,3,released,100
A0903,F0903,E04,2024.26.8,New Key Required Screen,3,released,100
A0904,F0904,E08,2024.26.8,Improved Front Camera Clarity,7,released,100
A0905,F0905,E02,2024.26.8,Traffic-Aware Cruise Control Chime,1,released,100
A0906,F0906,E08,2024.26.8,New Ambient Lighting Options,7,released,100
A0907,F0907,E04,2024.26.8,Improved Climate Panel,3,released,100
A0908,F0908,E05,2024.32,Construction on Your Route,4,released,100
A0909,F0909,E05,2024.32,Predictive Text for Navigation Searches,4,released,100
A0910,F0910,E05,2024.32,Search This Area,4,released,100
A0911,F0911,E04,2024.32,Mobile App Notification for Tire Service,3,released,100
A0912,F0912,E04,2024.32,Security Improvements,3,released,100
A0913,F0913,E01,2024.32,AutoPark Shift Change,1,released,100
A0914,F0914,E02,2024.32.10,ASS (Actually Smart Summon),1,released,100
A0915,F0915,E01,2024.32.10,New Summon Options,1,released,100
A0916,F0916,E02,2024.32.10,FSD (Supervised) v12.5.4.1,1,released,100
A0917,F0917,E03,2024.32.10,Vision-Based Attention Monitoring,2,released,100
A0918,F0918,E01,2024.32.10,Full Self-Driving (Supervised),1,released,100
A0919,F0919,E04,2024.32.10,LiveOne Powered by Slacker Radio,5,released,100
A0920,F0920,E02,2024.32.10,Vision Autopark,1,released,100
A0921,F0921,E04,2024.32.10,Exclude Home When Using Hands-Free Closures,3,released,100
A0922,F0922,E01,2024.32.10,AutoPark Shift Change,1,released,100
A0923,F0923,E04,2024.32.10,Exclude Home When Using Automatic and Hands-Free Closures,3,released,100
A0924,F0924,E04,2024.32.10,Hands-Free Frunk,3,released,100
A0925,F0925,E07,2024.32.10,Sentry Mode Light Pulsing,2,released,100
A0926,F0926,E05,2024.32.10,Construction on Your Route,4,released,100
A0927,F0927,E05,2024.32.10,Predictive Text for Navigation Searches,4,released,100
A0928,F0928,E05,2024.32.10,Search This Area,4,released,100
A0929,F0929,E04,2024.32.10,Mobile App Notification for Tire Service,3,released,100
A0930,F0930,E04,2024.32.10,Security Improvements,3,released,100
A0931,F0931,E02,2024.32.10,Cancel Lane Change in Autopilot,1,released,100
A0932,F0932,E04,2024.32.100.1,Minor Fixes,3,released,100
A0933,F0933,E01,2024.32.20,FSD (Supervised) v12.5.5,1,released,100
A0934,F0934,E02,2024.32.20,Full Self-Driving (Supervised),1,released,100
A0935,F0935,E04,2024.32.20,LiveOne Powered by Slacker Radio,5,released,100
A0936,F0936,E03,2024.32.20,Vision-Based Attention Monitoring,2,released,100
A0937,F0937,E04,2024.32.20,Mirror in Full Screen,5,released,100
A0938,F0938,E07,2024.32.20,Vision Attention Monitoring Icon,2,released,100
A0939,F0939,E01,2024.32.20,AutoPark Shift Change,1,released,100
A0940,F0940,E02,2024.32.20,Vision Autopark,1,released,100
A0941,F0941,E04,2024.32.20,Exclude Home When Using Hands-Free Closures,3,released,100
A0942,F0942,E04,2024.32.20,Exclude Home When Using Automatic and Hands-Free Closures,3,released,100
A0943,F0943,E04,2024.32.20,Hands-Free Frunk,3,released,100
A0944,F0944,E03,2024.32.20,Sentry Mode Light Pulsing,2,released,100
A0945,F0945,E05,2024.32.20,Construction on Your Route,4,released,100
A0946,F0946,E05,2024.32.20,Predictive Text for Navigation Searches,4,released,100
A0947,F0947,E05,2024.32.20,Search This Area,4,released,100
A0948,F0948,E04,2024.32.20,Mobile App Notification for Tire Service,3,released,100
A0949,F0949,E04,2024.32.20,Security Improvements,3,released,100
A0950,F0950,E01,2024.32.20,Cancel Lane Change in Autopilot,1,released,100
A0951,F0951,E04,2024.32.3,Exclude Home When Using Hands-Free Closures,3,released,100
A0952,F0952,E04,2024.32.3,Exclude Home When Using Automatic and Hands-Free Closures,3,released,100
A0953,F0953,E04,2024.32.3,Hands-Free Frunk,3,released,100
A0954,F0954,E07,2024.32.3,Sentry Mode Light Pulsing,2,released,100
A0955,F0955,E05,2024.32.3,Construction on Your Route,4,released,100
A0956,F0956,E05,2024.32.3,Predictive Text for Navigation Searches,4,released,100
A0957,F0957,E05,2024.32.3,Search This Area,4,released,100
A0958,F0958,E04,2024.32.3,Mobile App Notification for Tire Service,3,released,100
A0959,F0959,E04,2024.32.3,Security Improvements,3,released,100
A0960,F0960,E02,2024.32.3,AutoPark Shift Change,1,released,100
A0961,F0961,E01,2024.32.3,Cancel Lane Change in Autopilot,1,released,100
A0962,F0962,E02,2024.32.30,FSD (Supervised) v12.5.6,1,released,100
A0963,F0963,E01,2024.32.30,Full Self-Driving (Supervised),1,released,100
A0964,F0964,E02,2024.32.30,ASS (Actually Smart Summon),1,released,100
A0965,F0965,E03,2024.32.30,Vision-Based Attention Monitoring,2,released,100
A0966,F0966,E01,2024.32.30,AutoPark Shift Change,1,released,100
A0967,F0967,E04,2024.32.30,Smoother Visualizations,3,released,100
A0968,F0968,E02,2024.32.30,Vision Autopark,1,released,100
A0969,F0969,E04,2024.32.30,LiveOne Powered by Slacker Radio,5,released,100
A0970,F0970,E04,2024.32.30,Exclude Home When Using Hands-Free Closures,3,released,100
A0971,F0971,E04,2024.32.30,Exclude Home When Using Automatic and Hands-Free Closures,3,released,100
A0972,F0972,E04,2024.32.30,Hands-Free Frunk,3,released,100
A0973,F0973,E07,2024.32.30,Sentry Mode Light Pulsing,2,released,100
A0974,F0974,E05,2024.32.30,Construction on Your Route,4,released,100
A0975,F0975,E05,2024.32.30,Predictive Text for Navigation Searches,4,released,100
A0976,F0976,E05,2024.32.30,Search This Area,4,released,100
A0977,F0977,E04,2024.32.30,Mobile App Notification for Tire Service,3,released,100
A0978,F0978,E04,2024.32.30,Security Improvements,3,released,100
A0979,F0979,E01,2024.32.30,Cancel Lane Change in Autopilot,1,released,100
A0980,F0980,E03,2024.32.30,Vision Attention Monitoring Icon,2,released,100
A0981,F0981,E04,2024.32.30,Mirror in Full Screen,5,released,100
A0982,F0982,E02,2024.32.5,Vision Autopark,1,released,100
A0983,F0983,E04,2024.32.5,Exclude Home When Using Hands-Free Closures,3,released,100
A0984,F0984,E04,2024.32.5,Exclude Home When Using Automatic and Hands-Free Closures,3,released,100
A0985,F0985,E04,2024.32.5,Hands-Free Frunk,3,released,100
A0986,F0986,E07,2024.32.5,Sentry Mode Light Pulsing,2,released,100
A0987,F0987,E05,2024.32.5,Construction on Your Route,4,released,100
A0988,F0988,E05,2024.32.5,Predictive Text for Navigation Searches,4,released,100
A0989,F0989,E05,2024.32.5,Search This Area,4,released,100
A0990,F0990,E04,2024.32.5,Mobile App Notification for Tire Service,3,released,100
A0991,F0991,E04,2024.32.5,LiveOne Powered by Slacker Radio,5,released,100
A0992,F0992,E04,2024.32.5,Security Improvements,3,released,100
A0993,F0993,E01,2024.32.5,AutoPark Shift Change,1,released,100
A0994,F0994,E02,2024.32.5,Cancel Lane Change in Autopilot,1,released,100
A0995,F0995,E04,2024.38,Spotify Free,5,released,100
A0996,F0996,E04,2024.38,Custom Mirror Tilted Positions,3,released,100
A0997,F0997,E04,2024.38,LiveOne Powered by Slacker Radio,5,released,100
A0998,F0998,E04,2024.38,Other Updates,3,released,100
A0999,F0999,E04,2024.38,Service History,3,released,100
A1000,F1000,E06,2024.38,Tesla App Commands,6,released,100
A1001,F1001,E04,2024.38.100,Minor Fixes,3,released,100
A1002,F1002,E03,2024.38.2,Sentry Mode Improvements,2,released,100
A1003,F1003,E04,2024.38.2,Spotify Free,5,released,100
A1004,F1004,E04,2024.38.2,Custom Mirror Tilted Positions,3,released,100
A1005,F1005,E04,2024.38.2,LiveOne Powered by Slacker Radio,5,released,100
A1006,F1006,E04,2024.38.2,Other Updates,3,released,100
A1007,F1007,E06,2024.38.2,Tesla App Commands,6,released,100
A1008,F1008,E01,2024.38.2,Curve Assist,1,released,100
A1009,F1009,E02,2024.38.2,Autopilot Hardware Version,1,released,100
A1010,F1010,E06,2024.38.2,WiFi Diagnostics Tool,6,released,100
A1011,F1011,E06,2024.38.2,Improved Voice Recognition,6,released,100
A1012,F1012,E07,2024.38.4,Sentry Mode Improvements,2,released,100
A1013,F1013,E04,2024.38.4,Track Mode: Powertrain Endurance,3,released,100
A1014,F1014,E04,2024.38.4,Spotify Free,5,released,100
A1015,F1015,E04,2024.38.4,Custom Mirror Tilted Positions,3,released,100
A1016,F1016,E04,2024.38.4,LiveOne Powered by Slacker Radio,5,released,100
A1017,F1017,E04,2024.38.4,Other Updates,3,released,100
A1018,F1018,E04,2024.38.4,Service History,3,released,100
A1019,F1019,E06,2024.38.4,Tesla App Commands,6,released,100
A1020,F1020,E01,2024.38.4,Curve Assist,1,released,100
A1021,F1021,E02,2024.38.4,Autopilot Hardware Version,1,released,100
A1022,F1022,E06,2024.38.4,WiFi Diagnostics Tool,6,released,100
A1023,F1023,E06,2024.38.4,Improved Voice Recognition,6,released,100
A1024,F1024,E04,2024.44,Cold Weather Improvements,3,released,100
A1025,F1025,E05,2024.44,Trailer-Friendly Superchargers,4,released,100
A1026,F1026,E04,2024.44,Other Updates,3,released,100
A1027,F1027,E04,2024.44,Smoother Visualizations,3,released,100
A1028,F1028,E04,2024.44,Steering Angle Visualization,3,released,100
A1029,F1029,E01,2024.44,FSD Visualizations With A.S.S.,1,released,100
A1030,F1030,E04,2024.44,Service Mode Improvements,3,released,100
A1031,F1031,E06,2024.44.25,Apple Watch,6,released,100
A1032,F1032,E08,2024.44.25,Mobile App Dashcam Viewer,7,released,100
A1033,F1033,E04,2024.44.25,SiriusXM,5,released,100
A1034,F1034,E04,2024.44.25,Auto Shift (Beta),3,released,100
A1035,F1035,E05,2024.44.25,Set Arrival Energy,4,released,100
A1036,F1036,E05,2024.44.25,Search Along Route,4,released,100
A1037,F1037,E05,2024.44.25,Weather at Destination,4,released,100
A1038,F1038,E05,2024.44.25,Precipitation Map and Weather at Destination,4,released,100
A1039,F1039,E03,2024.44.25,Rear Cross Traffic Alert,2,released,100
A1040,F1040,E04,2024.44.25,TuneIn,5,released,100
A1041,F1041,E04,2024.44.25,Light Show Update,5,released,100
A1042,F1042,E04,2024.44.25,Theater and Video Updates,5,released,100
A1043,F1043,E04,2024.44.25,Boomerang Fu,5,released,100
A1044,F1044,E04,2024.44.25,Seats Control,3,released,100
A1045,F1045,E04,2024.44.25,Maintenance Summary,3,released,100
A1046,F1046,E04,2024.44.25,Minor Updates,3,released,100
A1047,F1047,E06,2024.44.25.2,Apple Watch,6,released,100
A1048,F1048,E08,2024.44.25.2,Mobile App Dashcam Viewer,7,released,100
A1049,F1049,E04,2024.44.25.2,SiriusXM,5,released,100
A1050,F1050,E04,2024.44.25.2,Auto Shift (Beta),3,released,100
A1051,F1051,E05,2024.44.25.2,Set Arrival Energy,4,released,100
A1052,F1052,E05,2024.44.25.2,Search Along Route,4,released,100
A1053,F1053,E05,2024.44.25.2,Weather at Destination,4,released,100
A1054,F1054,E05,2024.44.25.2,Precipitation Map and Weather at Destination,4,released,100
A1055,F1055,E07,2024.44.25.2,Rear Cross Traffic Alert,2,released,100
A1056,F1056,E04,2024.44.25.2,TuneIn,5,released,100
A1057,F1057,E04,2024.44.25.2,Light Show Update,5,released,100
A1058,F1058,E04,2024.44.25.2,Theater and Video Updates,5,released,100
A1059,F1059,E04,2024.44.25.2,Boomerang Fu,5,released,100
A1060,F1060,E04,2024.44.25.2,Seats Control,3,released,100
A1061,F1061,E04,2024.44.25.2,Maintenance Summary,3,released,100
A1062,F1062,E04,2024.44.25.2,Minor Updates,3,released,100
A1063,F1063,E04,2024.44.25.2,Fart on Sit,5,released,100
A1064,F1064,E06,2024.44.25.2,Voice Assistant,6,released,100
A1065,F1065,E04,2024.44.25.2,Equalizer,5,released,100
A1066,F1066,E04,2024.44.25.2,Performance Improvements,3,released,100
A1067,F1067,E04,2024.44.25.2,Service Mode Updates,3,released,100
A1068,F1068,E04,2024.44.25.2,Rearranged Menus,3,released,100
A1069,F1069,E04,2024.44.25.2,Custom Lock Sound,3,released,100
A1070,F1070,E04,2024.44.25.2,Ambient Lighting Easter Eggs,5,released,100
A1071,F1071,E04,2024.44.25.2,Updated Energy App,3,released,100
A1072,F1072,E05,2024.44.25.2,Toll Roads,4,released,100
A1073,F1073,E04,2024.44.25.2,Limiting Explicit Content on YouTube Music,5,released,100
A1074,F1074,E04,2024.44.25.2,Charging Icons,3,released,100
A1075,F1075,E08,2024.44.25.2,Dashcam Viewer Speed,7,released,100
A1076,F1076,E04,2024.44.25.2,Tire Pressure Indicator,3,released,100
A1077,F1077,E04,2024.44.25.2,Full Screen Theater Improvements,5,released,100
A1078,F1078,E06,2024.44.25.2,Dictate Message Confirmation,6,released,100
A1079,F1079,E03,2024.44.3,Blind Spot Warning While Parked,2,released,100
A1080,F1080,E02,2024.44.3,Autopark Improvements,1,released,100
A1081,F1081,E01,2024.44.3,ASS (Actually Smart Summon),1,released,100
A1082,F1082,E04,2024.44.3,Cold Weather Improvements,3,released,100
A1083,F1083,E05,2024.44.3,Trailer-Friendly Superchargers,4,released,100
A1084,F1084,E02,2024.44.3,Vision Autopark,1,released,100
A1085,F1085,E04,2024.44.3,Other Updates,3,released,100
A1086,F1086,E04,2024.44.3,Smoother Visualizations,3,released,100
A1087,F1087,E04,2024.44.3,Steering Angle Visualization,3,released,100
A1088,F1088,E01,2024.44.3,FSD Visualizations With A.S.S.,1,released,100
A1089,F1089,E04,2024.44.3,Service Mode Improvements,3,released,100
A1090,F1090,E07,2024.44.3.1,Blind Spot Warning While Parked,2,released,100
A1091,F1091,E02,2024.44.3.1,Autopark Improvements,1,released,100
A1092,F1092,E01,2024.44.3.1,ASS (Actually Smart Summon),1,released,100
A1093,F1093,E04,2024.44.3.1,Cold Weather Improvements,3,released,100
A1094,F1094,E05,2024.44.3.1,Trailer-Friendly Superchargers,4,released,100
A1095,F1095,E02,2024.44.3.1,Vision Autopark,1,released,100
A1096,F1096,E04,2024.44.3.1,Minor Updates,3,released,100
A1097,F1097,E04,2024.44.3.1,Smoother Visualizations,3,released,100
A1098,F1098,E04,2024.44.3.1,Steering Angle Visualization,3,released,100
A1099,F1099,E01,2024.44.3.1,FSD Visualizations With A.S.S.,1,released,100
A1100,F1100,E04,2024.44.3.1,Service Mode Improvements,3,released,100
A1101,F1101,E04,2024.44.300,Minor Fixes,3,released,100
A1102,F1102,E05,2024.8.3,One-Time Charge Limit,4,released,100
A1103,F1103,E05,2024.8.3,Danger Zones on Your Route,4,released,100
A1104,F1104,E08,2024.8.3,Adaptive High Beams,7,released,100
A1105,F1105,E02,2024.8.3,Speed Cameras on Your Route,1,released,100
A1106,F1106,E04,2024.8.3,Security Improvements,3,released,100
A1107,F1107,E04,2024.8.3,Windshield Washer,3,released,100
A1108,F1108,E04,2024.8.3,Fold Mirrors Button,3,released,100
A1109,F1109,E06,2024.8.3,Connectivity Icon,6,released,100
A1110,F1110,E08,2024.8.3,Turn Signals,7,released,100
A1111,F1111,E06,2024.8.3,New WiFi Menu,6,released,100
A1112,F1112,E06,2024.8.3,New Bluetooth Menu,6,released,100
A1113,F1113,E03,2024.8.4,Vehicle Alarm Includes Trailer,2,released,100
A1114,F1114,E05,2024.8.4,One-Time Charge Limit,4,released,100
A1115,F1115,E04,2024.8.4,View or Reset Tire Mileage,3,released,100
A1116,F1116,E04,2024.8.4,Rear Passenger Headphones,3,released,100
A1117,F1117,E04,2024.8.4,Auto Wipers,3,released,100
A1118,F1118,E05,2024.8.4,Danger Zones on Your Route,4,released,100
A1119,F1119,E08,2024.8.4,Adaptive High Beams,7,released,100
A1120,F1120,E01,2024.8.4,Speed Cameras on Your Route,1,released,100
A1121,F1121,E04,2024.8.4,Security Improvements,3,released,100
A1122,F1122,E04,2024.8.4,Windshield Washer,3,released,100
A1123,F1123,E04,2024.8.4,Fold Mirrors Button,3,released,100
A1124,F1124,E06,2024.8.4,Connectivity Icon,6,released,100
A1125,F1125,E08,2024.8.4,Turn Signals,7,released,100
A1126,F1126,E06,2024.8.4,New WiFi Menu,6,released,100
A1127,F1127,E06,2024.8.4,New Bluetooth Menu,6,released,100
A1128,F1128,E07,2024.8.7,Vehicle Alarm Includes Trailer,2,released,100
A1129,F1129,E06,2024.8.7,Ultra-Wideband Phone Key,6,released,100
A1130,F1130,E05,2024.8.7,One-Time Charge Limit,4,released,100
A1131,F1131,E04,2024.8.7,View or Reset Tire Mileage,3,released,100
A1132,F1132,E04,2024.8.7,Rear Passenger Headphones,3,released,100
A1133,F1133,E04,2024.8.7,Auto Wipers,3,released,100
A1134,F1134,E05,2024.8.7,Danger Zones on Your Route,4,released,100
A1135,F1135,E08,2024.8.7,Adaptive High Beams,7,released,100
A1136,F1136,E02,2024.8.7,Speed Cameras on Your Route,1,released,100
A1137,F1137,E04,2024.8.7,Security Improvements,3,released,100
A1138,F1138,E04,2024.8.7,Windshield Washer,3,released,100
A1139,F1139,E04,2024.8.7,Fold Mirrors Button,3,released,100
A1140,F1140,E06,2024.8.7,Connectivity Icon,6,released,100
A1141,F1141,E08,2024.8.7,Turn Signals,7,released,100
A1142,F1142,E06,2024.8.7,New WiFi Menu,6,released,100
A1143,F1143,E06,2024.8.7,New Bluetooth Menu,6,released,100
A1144,F1144,E08,2025.14,Adaptive Headlights,7,released,100
A1145,F1145,E03,2025.14,Blind Spot Camera on Driver Screen,2,released,100
A1146,F1146,E05,2025.14,Alternative Trip Plans,4,released,100
A1147,F1147,E05,2025.14,Avoid Highways,4,released,100
A1148,F1148,E08,2025.14,Dashcam Update and Side Camera Recording,7,released,100
A1149,F1149,E04,2025.14,Save Trunk Height Based on Location,3,released,100
A1150,F1150,E01,2025.14,Lane Departure Avoidance,1,released,100
A1151,F1151,E04,2025.14,Save Frunk Height Based on Location,3,released,100
A1152,F1152,E02,2025.14,Comfort Drive Mode in Autopilot,1,released,100
A1153,F1153,E06,2025.14,Keyboard Languages,6,released,100
A1154,F1154,E04,2025.14,Keep Accessory Power On,3,released,100
A1155,F1155,E04,2025.14,Minor Updates,3,released,100
A1156,F1156,E04,2025.14,Improvements to Heated Steering Wheel,3,released,100
A1157,F1157,E04,2025.14,Apple Music Improvements,5,released,100
A1158,F1158,E06,2025.14,Language Support,6,released,100
A1159,F1159,E07,2025.14,Sentry Mode Improvement,2,released,100
A1160,F1160,E01,2025.14,Lane Departure Avoidance Updated to FSD,1,released,100
A1161,F1161,E08,2025.14,Improved Dashcam Viewer,7,released,100
A1162,F1162,E08,2025.14,Camera App,7,released,100
A1163,F1163,E04,2025.14,Speedometer,3,released,100
A1164,F1164,E03,2025.14,Sentry Mode Menu,2,released,100
A1165,F1165,E04,2025.14,Service Mode Release Notes,3,released,100
A1166,F1166,E04,2025.14.100.1,Minor Fixes,3,released,100
A1167,F1167,E04,2025.14.100.1,Improvements to Heated Steering Wheel,3,released,100
A1168,F1168,E04,2025.14.100.1,Apple Music Improvements,5,released,100
A1169,F1169,E06,2025.14.100.1,Language Support,6,released,100
A1170,F1170,E07,2025.14.100.1,Sentry Mode Improvement,2,released,100
A1171,F1171,E02,2025.14.100.1,Lane Departure Avoidance Updated to FSD,1,released,100
A1172,F1172,E08,2025.14.100.1,Improved Dashcam Viewer,7,released,100
A1173,F1173,E08,2025.14.100.1,Camera App,7,released,100
A1174,F1174,E04,2025.14.100.1,Speedometer,3,released,100
A1175,F1175,E03,2025.14.100.1,Sentry Mode Menu,2,released,100
A1176,F1176,E04,2025.14.100.1,Service Mode Release Notes,3,released,100
A1177,F1177,E07,2025.14.12,Child Left Alone Detection,2,released,100
A1178,F1178,E08,2025.14.12,Adaptive Headlights,7,released,100
A1179,F1179,E03,2025.14.12,Blind Spot Camera on Driver Screen,2,released,100
A1180,F1180,E05,2025.14.12,Alternative Trip Plans,4,released,100
A1181,F1181,E05,2025.14.12,Avoid Highways,4,released,100
A1182,F1182,E08,2025.14.12,Dashcam Update and Side Camera Recording,7,released,100
A1183,F1183,E04,2025.14.12,Save Trunk Height Based on Location,3,released,100
A1184,F1184,E01,2025.14.12,Lane Departure Avoidance,1,released,100
A1185,F1185,E04,2025.14.12,Save Frunk Height Based on Location,3,released,100
A1186,F1186,E02,2025.14.12,Comfort Drive Mode in Autopilot,1,released,100
A1187,F1187,E06,2025.14.12,Keyboard Languages,6,released,100
A1188,F1188,E04,2025.14.12,Keep Accessory Power On,3,released,100
A1189,F1189,E04,2025.14.12,Minor Updates,3,released,100
A1190,F1190,E04,2025.14.12,Improvements to Heated Steering Wheel,3,released,100
A1191,F1191,E04,2025.14.12,Apple Music Improvements,5,released,100
A1192,F1192,E06,2025.14.12,Language Support,6,released,100
A1193,F1193,E07,2025.14.12,Sentry Mode Improvement,2,released,100
A1194,F1194,E01,2025.14.12,Lane Departure Avoidance Updated to FSD,1,released,100
A1195,F1195,E08,2025.14.12,Improved Dashcam Viewer,7,released,100
A1196,F1196,E08,2025.14.12,Camera App,7,released,100
A1197,F1197,E04,2025.14.12,Speedometer,3,released,100
A1198,F1198,E03,2025.14.12,Sentry Mode Menu,2,released,100
A1199,F1199,E04,2025.14.12,Service Mode Release Notes,3,released,100
A1200,F1200,E02,2025.14.6,FSD (Supervised) v13.2.9,1,released,100
A1201,F1201,E01,2025.14.6,FSD (Supervised) v13.2.9,1,released,100
A1202,F1202,E02,2025.14.6,Full Self-Driving (Supervised),1,released,100
A1203,F1203,E04,2025.14.6,Fix for Battery Drain,3,released,100
A1204,F1204,E08,2025.14.6,Adaptive Headlights,7,released,100
A1205,F1205,E07,2025.14.6,Blind Spot Camera on Driver Screen,2,released,100
